"112年10月13日 外資及陸資買賣超彙總表"
"",,,"外資及陸資(不含外資自營商)",,,"外資自營商",,,"外資及陸資",,,
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
" ",="060068","元日2X國票4A購01","0","77,000","-77,000","0","0","0","0","77,000","-77,000",
" ","6753  ","龍德造船        ","13,100","90,000","-76,900","0","0","0","13,100","90,000","-76,900",
" ",="055246","祥碩凱基49購01  ","10,000","86,000","-76,000","0","0","0","10,000","86,000","-76,000",
" ",="060540","士電富邦46購01  ","0","76,000","-76,000","0","0","0","0","76,000","-76,000",
" ","2915  ","潤泰全          ","610,000","686,000","-76,000","0","0","0","610,000","686,000","-76,000",
" ","6449  ","鈺邦            ","104,000","180,000","-76,000","0","0","0","104,000","180,000","-76,000",
" ","8131  ","福懋科          ","29,000","105,000","-76,000","0","0","0","29,000","105,000","-76,000",
" ",="046020","三發國票43購01  ","78,000","153,000","-75,000","0","0","0","78,000","153,000","-75,000",
" ","5306  ","桂盟            ","12,000","87,000","-75,000","0","0","0","12,000","87,000","-75,000",
" ","4119  ","旭富            ","44,125","119,000","-74,875","0","0","0","44,125","119,000","-74,875",
" ","6863  ","永道-KY         ","63,000","137,000","-74,000","0","0","0","63,000","137,000","-74,000",
" ","1529  ","樂事綠能        ","75,000","147,000","-72,000","0","0","0","75,000","147,000","-72,000",
" ","2464  ","盟立            ","246,000","318,000","-72,000","0","0","0","246,000","318,000","-72,000",
" ",="047230","士電永豐44購01  ","0","71,000","-71,000","0","0","0","0","71,000","-71,000",
" ",="050201","力山群益44購01  ","176,000","247,000","-71,000","0","0","0","176,000","247,000","-71,000",
" ","1604  ","聲寶            ","187,000","258,000","-71,000","0","0","0","187,000","258,000","-71,000",
" ","3052  ","夆典            ","10,000","81,000","-71,000","0","0","0","10,000","81,000","-71,000",
" ","3530  ","晶相光          ","173,000","244,000","-71,000","0","0","0","173,000","244,000","-71,000",
" ","4532  ","瑞智            ","189,000","260,000","-71,000","0","0","0","189,000","260,000","-71,000",
" ","6901  ","鑽石投資        ","13,100","84,000","-70,900","0","0","0","13,100","84,000","-70,900",
" ","6197  ","佳必琪          ","566,000","636,000","-70,000","0","0","0","566,000","636,000","-70,000",
" ","2903  ","遠百            ","476,000","545,000","-69,000","0","0","0","476,000","545,000","-69,000",
" ",="053520","台積電群益47購17","96,000","164,000","-68,000","0","0","0","96,000","164,000","-68,000",
" ",="046685","世芯元大43購18  ","30,000","97,000","-67,000","0","0","0","30,000","97,000","-67,000",
" ","1734  ","杏輝            ","5,000","71,000","-66,000","0","0","0","5,000","71,000","-66,000",
" ","2614  ","東森            ","1,000","67,000","-66,000","0","0","0","1,000","67,000","-66,000",
" ","6243  ","迅杰            ","13,000","79,000","-66,000","0","0","0","13,000","79,000","-66,000",
" ","1810  ","和成            ","271,000","336,000","-65,000","0","0","0","271,000","336,000","-65,000",
" ",="045532","士電元大43購04  ","193,000","256,000","-63,000","0","0","0","193,000","256,000","-63,000",
" ",="057926","技嘉元大45購14  ","223,000","286,000","-63,000","0","0","0","223,000","286,000","-63,000",
" ","1909  ","榮成            ","783,000","846,000","-63,000","0","0","0","783,000","846,000","-63,000",
" ","2906  ","高林            ","45,000","106,000","-61,000","0","0","0","45,000","106,000","-61,000",
" ","3454  ","晶睿            ","63,000","124,000","-61,000","0","0","0","63,000","124,000","-61,000",
" ","5243  ","乙盛-KY         ","47,000","108,000","-61,000","0","0","0","47,000","108,000","-61,000",
" ",="01003T","兆豐新光R1      ","5,000","65,000","-60,000","0","0","0","5,000","65,000","-60,000",
" ",="062089","聯電法興34購01  ","0","57,000","-57,000","0","0","0","0","57,000","-57,000",
" ","1308  ","亞聚            ","111,000","168,000","-57,000","0","0","0","111,000","168,000","-57,000",
" ","1528  ","恩德            ","100,000","157,000","-57,000","0","0","0","100,000","157,000","-57,000",
" ","4572  ","駐龍            ","47,000","104,000","-57,000","0","0","0","47,000","104,000","-57,000",
" ","2231  ","為升            ","82,000","138,000","-56,000","0","0","0","82,000","138,000","-56,000",
" ",="00715L","期街口布蘭特正2 ","504,000","558,000","-54,000","0","0","0","504,000","558,000","-54,000",
" ","1503  ","士電            ","299,000","353,000","-54,000","0","0","0","299,000","353,000","-54,000",
" ","2501  ","國建            ","225,000","279,000","-54,000","0","0","0","225,000","279,000","-54,000",
" ","4766  ","南寶            ","102,000","156,000","-54,000","0","0","0","102,000","156,000","-54,000",
" ","5285  ","界霖            ","54,000","108,000","-54,000","0","0","0","54,000","108,000","-54,000",
" ","2534  ","宏盛            ","96,000","149,000","-53,000","0","0","0","96,000","149,000","-53,000",
" ","3557  ","嘉威            ","2,000","55,000","-53,000","0","0","0","2,000","55,000","-53,000",
" ","6790  ","永豐實          ","12,000","65,000","-53,000","0","0","0","12,000","65,000","-53,000",
" ","8341  ","日友            ","30,010","83,000","-52,990","0","0","0","30,010","83,000","-52,990",
" ",="0061  ","元大寶滬深      ","0","51,000","-51,000","0","0","0","0","51,000","-51,000",
" ","3311  ","閎暉            ","111,000","162,000","-51,000","0","0","0","111,000","162,000","-51,000",
" ","5284  ","jpp-KY          ","73,000","124,000","-51,000","0","0","0","73,000","124,000","-51,000",
" ",="058430","景碩統一4B購01  ","46,000","96,000","-50,000","0","0","0","46,000","96,000","-50,000",
" ","1219  ","福壽            ","15,000","65,000","-50,000","0","0","0","15,000","65,000","-50,000",
" ","1417  ","嘉裕            ","34,000","84,000","-50,000","0","0","0","34,000","84,000","-50,000",
" ","3138  ","耀登            ","49,000","99,000","-50,000","0","0","0","49,000","99,000","-50,000",
" ","6579  ","研揚            ","50,000","100,000","-50,000","0","0","0","50,000","100,000","-50,000",
" ",="00909 ","國泰數位支付服務","0","49,000","-49,000","0","0","0","0","49,000","-49,000",
" ",="056082","元金2X元大46購03","1,000","50,000","-49,000","0","0","0","1,000","50,000","-49,000",
" ","1339  ","昭輝            ","544,000","593,000","-49,000","0","0","0","544,000","593,000","-49,000",
" ","5533  ","皇鼎            ","19,000","68,000","-49,000","0","0","0","19,000","68,000","-49,000",
" ","6405  ","悅城            ","19,000","68,000","-49,000","0","0","0","19,000","68,000","-49,000",
" ","1525  ","江申            ","76,000","124,000","-48,000","0","0","0","76,000","124,000","-48,000",
" ","1786  ","科妍            ","76,000","124,000","-48,000","0","0","0","76,000","124,000","-48,000",
" ","4999  ","鑫禾            ","17,000","65,000","-48,000","0","0","0","17,000","65,000","-48,000",
" ",="060844","穎崴富邦48購01  ","322,000","369,000","-47,000","0","0","0","322,000","369,000","-47,000",
" ","6166  ","凌華            ","24,000","71,000","-47,000","0","0","0","24,000","71,000","-47,000",
" ","2025  ","千興            ","10,000","56,000","-46,000","0","0","0","10,000","56,000","-46,000",
" ","2852  ","第一保          ","1,000","47,000","-46,000","0","0","0","1,000","47,000","-46,000",
" ","3038  ","全台            ","180,000","226,000","-46,000","0","0","0","180,000","226,000","-46,000",
" ","3416  ","融程電          ","39,000","85,000","-46,000","0","0","0","39,000","85,000","-46,000",
" ","2832  ","台產            ","1,000","44,000","-43,000","0","0","0","1,000","44,000","-43,000",
" ","9930  ","中聯資源        ","10,000","53,000","-43,000","0","0","0","10,000","53,000","-43,000",
" ","2103  ","台橡            ","376,917","419,000","-42,083","0","0","0","376,917","419,000","-42,083",
" ","4755  ","三福化          ","8,000","49,000","-41,000","0","0","0","8,000","49,000","-41,000",
" ","1442  ","名軒            ","190,000","230,000","-40,000","0","0","0","190,000","230,000","-40,000",
" ","2489  ","瑞軒            ","53,000","93,000","-40,000","0","0","0","53,000","93,000","-40,000",
" ","2497  ","怡利電          ","80,352","120,000","-39,648","0","0","0","80,352","120,000","-39,648",
" ",="00907 ","永豐優息存股    ","19,000","58,000","-39,000","0","0","0","19,000","58,000","-39,000",
" ",="062090","台積電法興34購04","57,000","96,000","-39,000","0","0","0","57,000","96,000","-39,000",
" ","3048  ","益登            ","69,000","108,000","-39,000","0","0","0","69,000","108,000","-39,000",
" ","3607  ","谷崧            ","16,000","55,000","-39,000","0","0","0","16,000","55,000","-39,000",
" ","6153  ","嘉聯益          ","183,000","222,000","-39,000","0","0","0","183,000","222,000","-39,000",
" ","2101  ","南港            ","186,000","224,000","-38,000","0","0","0","186,000","224,000","-38,000",
" ","4106  ","雃博            ","13,000","51,000","-38,000","0","0","0","13,000","51,000","-38,000",
" ","1598  ","岱宇            ","17,000","54,000","-37,000","0","0","0","17,000","54,000","-37,000",
" ",="058529","仁寶元大45購05  ","20,000","56,000","-36,000","0","0","0","20,000","56,000","-36,000",
" ","1460  ","宏遠            ","95,000","131,000","-36,000","0","0","0","95,000","131,000","-36,000",
" ","3296  ","勝德            ","21,000","56,000","-35,000","0","0","0","21,000","56,000","-35,000",
" ","1467  ","南緯            ","1,000","33,000","-32,000","0","0","0","1,000","33,000","-32,000",
" ","2850  ","新產            ","14,000","46,000","-32,000","0","0","0","14,000","46,000","-32,000",
" ",="061632","景碩法興34購01  ","0","31,000","-31,000","0","0","0","0","31,000","-31,000",
" ","1416  ","廣豐            ","1,000","32,000","-31,000","0","0","0","1,000","32,000","-31,000",
" ","2753  ","八方雲集        ","59,000","90,000","-31,000","0","0","0","59,000","90,000","-31,000",
" ","4566  ","時碩工業        ","10,000","41,000","-31,000","0","0","0","10,000","41,000","-31,000",
" ","6165  ","浪凡            ","66,000","97,000","-31,000","0","0","0","66,000","97,000","-31,000",
" ",="048423","鴻海元大43購47  ","0","30,000","-30,000","0","0","0","0","30,000","-30,000",
" ",="052898","國喬國票45購01  ","0","30,000","-30,000","0","0","0","0","30,000","-30,000",
" ","2022  ","聚亨            ","34,000","64,000","-30,000","0","0","0","34,000","64,000","-30,000",
" ",="00752 ","中信中國50      ","78,000","107,000","-29,000","0","0","0","78,000","107,000","-29,000",
" ","2348  ","海悅            ","21,000","50,000","-29,000","0","0","0","21,000","50,000","-29,000",
" ","3518  ","柏騰            ","55,000","84,000","-29,000","0","0","0","55,000","84,000","-29,000",
" ",="00636 ","國泰中國A50     ","8,000","36,000","-28,000","0","0","0","8,000","36,000","-28,000",
" ",="00898 ","國泰基因免疫革命","0","28,000","-28,000","0","0","0","0","28,000","-28,000",
" ","1337  ","再生-KY         ","7,000","35,000","-28,000","0","0","0","7,000","35,000","-28,000",
" ","5203  ","訊連            ","29,000","57,000","-28,000","0","0","0","29,000","57,000","-28,000",
" ","9911  ","櫻花            ","10,000","38,000","-28,000","0","0","0","10,000","38,000","-28,000",
" ","2441  ","超豐            ","361,000","388,000","-27,000","0","0","0","361,000","388,000","-27,000",
" ","4155  ","訊映            ","63,000","90,000","-27,000","0","0","0","63,000","90,000","-27,000",
" ","6152  ","百一            ","4,000","31,000","-27,000","0","0","0","4,000","31,000","-27,000",
" ",="00731 ","復華富時高息低波","0","26,000","-26,000","0","0","0","0","26,000","-26,000",
" ","9940  ","信義            ","21,000","47,000","-26,000","0","0","0","21,000","47,000","-26,000",
" ","2415  ","錩新            ","16,000","41,000","-25,000","0","0","0","16,000","41,000","-25,000",
" ","3419  ","譁裕            ","47,000","72,000","-25,000","0","0","0","47,000","72,000","-25,000",
" ","9955  ","佳龍            ","62,000","87,000","-25,000","0","0","0","62,000","87,000","-25,000",
" ",="00653L","富邦印度正2     ","0","24,000","-24,000","0","0","0","0","24,000","-24,000",
" ",="00670L","富邦NASDAQ正2   ","0","24,000","-24,000","0","0","0","0","24,000","-24,000",
" ",="052570","晶相光凱基46購01","0","24,000","-24,000","0","0","0","0","24,000","-24,000",
" ","6830  ","汎銓            ","32,000","56,000","-24,000","0","0","0","32,000","56,000","-24,000",
" ",="055240","文曄凱基45購01  ","133,000","156,000","-23,000","0","0","0","133,000","156,000","-23,000",
" ","3504  ","揚明光          ","58,000","81,000","-23,000","0","0","0","58,000","81,000","-23,000",
" ","6782  ","視陽            ","24,000","47,000","-23,000","0","0","0","24,000","47,000","-23,000",
" ","1714  ","和桐            ","167,100","190,000","-22,900","0","0","0","167,100","190,000","-22,900",
" ","2471  ","資通            ","42,000","64,000","-22,000","0","0","0","42,000","64,000","-22,000",
" ",="0052  ","富邦科技        ","1,000","22,000","-21,000","0","0","0","1,000","22,000","-21,000",
" ",="00850 ","元大臺灣ESG永續 ","21,000","42,000","-21,000","0","0","0","21,000","42,000","-21,000",
" ",="051555","世紀鋼台新43購02","135,000","156,000","-21,000","0","0","0","135,000","156,000","-21,000",
" ","1234  ","黑松            ","10,000","31,000","-21,000","0","0","0","10,000","31,000","-21,000",
" ","1806  ","冠軍            ","11,000","32,000","-21,000","0","0","0","11,000","32,000","-21,000",
" ","2007  ","燁興            ","23,000","44,000","-21,000","0","0","0","23,000","44,000","-21,000",
" ","2929  ","淘帝-KY         ","24,000","45,000","-21,000","0","0","0","24,000","45,000","-21,000",
" ","3026  ","禾伸堂          ","30,000","51,000","-21,000","0","0","0","30,000","51,000","-21,000",
" ","3060  ","銘異            ","237,000","258,000","-21,000","0","0","0","237,000","258,000","-21,000",
" ","8201  ","無敵            ","31,000","52,000","-21,000","0","0","0","31,000","52,000","-21,000",
" ",="00736 ","國泰新興市場    ","0","20,000","-20,000","0","0","0","0","20,000","-20,000",
" ",="053527","建漢群益44購02  ","0","20,000","-20,000","0","0","0","0","20,000","-20,000",
" ","1215  ","卜蜂            ","126,000","146,000","-20,000","0","0","0","126,000","146,000","-20,000",
" ","4439  ","冠星-KY         ","3,000","23,000","-20,000","0","0","0","3,000","23,000","-20,000",
" ","4551  ","智伸科          ","46,000","66,000","-20,000","0","0","0","46,000","66,000","-20,000",
" ","4737  ","華廣            ","62,000","82,000","-20,000","0","0","0","62,000","82,000","-20,000",
" ","5515  ","建國            ","7,000","27,000","-20,000","0","0","0","7,000","27,000","-20,000",
" ","2393  ","億光            ","508,000","527,141","-19,141","0","0","0","508,000","527,141","-19,141",
" ",="00700 ","富邦恒生國企    ","0","19,000","-19,000","0","0","0","0","19,000","-19,000",
" ","2029  ","盛餘            ","58,000","77,000","-19,000","0","0","0","58,000","77,000","-19,000",
" ","2069  ","運錩            ","2,000","21,000","-19,000","0","0","0","2,000","21,000","-19,000",
" ","2431  ","聯昌            ","1,000","20,000","-19,000","0","0","0","1,000","20,000","-19,000",
" ","2528  ","皇普            ","55,000","74,000","-19,000","0","0","0","55,000","74,000","-19,000",
" ","6861  ","睿生光電        ","2,000","21,000","-19,000","0","0","0","2,000","21,000","-19,000",
" ","8442  ","威宏-KY         ","0","19,000","-19,000","0","0","0","0","19,000","-19,000",
" ","3653  ","健策            ","168,000","186,003","-18,003","0","0","0","168,000","186,003","-18,003",
" ",="00923 ","群益台ESG低碳50 ","137,000","155,000","-18,000","0","0","0","137,000","155,000","-18,000",
" ","2316  ","楠梓電          ","624,000","642,000","-18,000","0","0","0","624,000","642,000","-18,000",
" ","2739  ","寒舍            ","45,000","63,000","-18,000","0","0","0","45,000","63,000","-18,000",
" ","3543  ","州巧            ","1,000","19,000","-18,000","0","0","0","1,000","19,000","-18,000",
" ","4912  ","聯德控股-KY     ","6,000","24,000","-18,000","0","0","0","6,000","24,000","-18,000",
" ","6155  ","鈞寶            ","7,000","25,000","-18,000","0","0","0","7,000","25,000","-18,000",
" ","6215  ","和椿            ","1,000","19,000","-18,000","0","0","0","1,000","19,000","-18,000",
" ","910322","康師傅-DR       ","0","18,000","-18,000","0","0","0","0","18,000","-18,000",
" ",="00908 ","富邦入息REITs+  ","4,000","21,000","-17,000","0","0","0","4,000","21,000","-17,000",
" ","2028  ","威致            ","11,000","28,000","-17,000","0","0","0","11,000","28,000","-17,000",
" ","4739  ","康普            ","44,000","61,000","-17,000","0","0","0","44,000","61,000","-17,000",
" ","6657  ","華安            ","0","17,000","-17,000","0","0","0","0","17,000","-17,000",
" ","1582  ","信錦            ","6,000","22,000","-16,000","0","0","0","6,000","22,000","-16,000",
" ","4935  ","茂林-KY         ","13,000","29,000","-16,000","0","0","0","13,000","29,000","-16,000",
" ",="050862","日本反元大45購01","0","15,000","-15,000","0","0","0","0","15,000","-15,000",
" ",="054049","凱基金元大47購02","0","15,000","-15,000","0","0","0","0","15,000","-15,000",
" ",="060335","正新元大46購01  ","0","15,000","-15,000","0","0","0","0","15,000","-15,000",
" ","1109  ","信大            ","6,000","21,000","-15,000","0","0","0","6,000","21,000","-15,000",
" ","1733  ","五鼎            ","1,000","16,000","-15,000","0","0","0","1,000","16,000","-15,000",
" ","2545  ","皇翔            ","5,000","20,000","-15,000","0","0","0","5,000","20,000","-15,000",
" ","5907  ","大洋-KY         ","4,000","19,000","-15,000","0","0","0","4,000","19,000","-15,000",
" ","9944  ","新麗            ","2,000","17,000","-15,000","0","0","0","2,000","17,000","-15,000",
" ",="00639 ","富邦深100       ","1,000","15,000","-14,000","0","0","0","1,000","15,000","-14,000",
" ",="057765","長榮群益47購01  ","0","14,000","-14,000","0","0","0","0","14,000","-14,000",
" ","5007  ","三星            ","1,583","14,903","-13,320","0","0","0","1,583","14,903","-13,320",
" ","1323  ","永裕            ","1,000","14,000","-13,000","0","0","0","1,000","14,000","-13,000",
" ","2314  ","台揚            ","48,000","61,000","-13,000","0","0","0","48,000","61,000","-13,000",
" ","2911  ","麗嬰房          ","0","13,000","-13,000","0","0","0","0","13,000","-13,000",
" ","2923  ","鼎固-KY         ","0","13,000","-13,000","0","0","0","0","13,000","-13,000",
" ","4942  ","嘉彰            ","4,000","17,000","-13,000","0","0","0","4,000","17,000","-13,000",
" ","1506  ","正道            ","0","12,000","-12,000","0","0","0","0","12,000","-12,000",
" ","2012  ","春雨            ","3,000","15,000","-12,000","0","0","0","3,000","15,000","-12,000",
" ","2506  ","太設            ","3,000","15,000","-12,000","0","0","0","3,000","15,000","-12,000",
" ","2527  ","宏璟            ","20,000","32,000","-12,000","0","0","0","20,000","32,000","-12,000",
" ","3016  ","嘉晶            ","39,000","51,000","-12,000","0","0","0","39,000","51,000","-12,000",
" ","3055  ","蔚華科          ","107,000","119,000","-12,000","0","0","0","107,000","119,000","-12,000",
" ","6796  ","晉弘            ","20,000","32,000","-12,000","0","0","0","20,000","32,000","-12,000",
" ","8429  ","金麗-KY         ","8,000","20,000","-12,000","0","0","0","8,000","20,000","-12,000",
" ","912000","晨訊科-DR       ","0","12,000","-12,000","0","0","0","0","12,000","-12,000",
" ",="006205","富邦上証        ","2,000","13,000","-11,000","0","0","0","2,000","13,000","-11,000",
" ",="00903 ","富邦元宇宙      ","0","11,000","-11,000","0","0","0","0","11,000","-11,000",
" ","1446  ","宏和            ","1,000","12,000","-11,000","0","0","0","1,000","12,000","-11,000",
" ","1776  ","展宇            ","6,000","17,000","-11,000","0","0","0","6,000","17,000","-11,000",
" ","3494  ","誠研            ","0","11,000","-11,000","0","0","0","0","11,000","-11,000",
" ","3563  ","牧德            ","48,000","59,000","-11,000","0","0","0","48,000","59,000","-11,000",
" ","4571  ","鈞興-KY         ","0","11,000","-11,000","0","0","0","0","11,000","-11,000",
" ","3017  ","奇鋐            ","2,246,011","2,256,732","-10,721","0","0","0","2,246,011","2,256,732","-10,721",
" ",="00896 ","中信綠能及電動車","9,000","19,000","-10,000","0","0","0","9,000","19,000","-10,000",
" ",="00901 ","永豐智能車供應鏈","0","10,000","-10,000","0","0","0","0","10,000","-10,000",
" ",="045521","材料群益43購05  ","0","10,000","-10,000","0","0","0","0","10,000","-10,000",
" ",="08278U","臺股指法興31售12","0","10,000","-10,000","0","0","0","0","10,000","-10,000",
" ","1338  ","廣華-KY         ","27,000","37,000","-10,000","0","0","0","27,000","37,000","-10,000",
" ","2428  ","興勤            ","38,000","48,000","-10,000","0","0","0","38,000","48,000","-10,000",
" ","4137  ","麗豐-KY         ","7,000","17,000","-10,000","0","0","0","7,000","17,000","-10,000",
" ","6115  ","鎰勝            ","4,000","14,000","-10,000","0","0","0","4,000","14,000","-10,000",
" ","1236  ","宏亞            ","6,000","15,000","-9,000","0","0","0","6,000","15,000","-9,000",
" ","1526  ","日馳            ","0","9,000","-9,000","0","0","0","0","9,000","-9,000",
" ","2397  ","友通            ","0","9,000","-9,000","0","0","0","0","9,000","-9,000",
" ","2546  ","根基            ","11,000","20,000","-9,000","0","0","0","11,000","20,000","-9,000",
" ","5546  ","永固-KY         ","4,000","13,000","-9,000","0","0","0","4,000","13,000","-9,000",
" ","2498  ","宏達電          ","965,235","974,000","-8,765","0","0","0","965,235","974,000","-8,765",
" ",="00714 ","群益道瓊美國地產","0","8,000","-8,000","0","0","0","0","8,000","-8,000",
" ",="00894 ","中信小資高價30  ","6,000","14,000","-8,000","0","0","0","6,000","14,000","-8,000",
" ",="057928","技嘉元大45購16  ","0","8,000","-8,000","0","0","0","0","8,000","-8,000",
" ","1614  ","三洋電          ","2,000","10,000","-8,000","0","0","0","2,000","10,000","-8,000",
" ","1615  ","大山            ","0","8,000","-8,000","0","0","0","0","8,000","-8,000",
" ","2015  ","豐興            ","71,000","79,000","-8,000","0","0","0","71,000","79,000","-8,000",
" ","2505  ","國揚            ","7,000","15,000","-8,000","0","0","0","7,000","15,000","-8,000",
" ","3058  ","立德            ","30,000","38,000","-8,000","0","0","0","30,000","38,000","-8,000",
" ","3130  ","一零四          ","0","7,066","-7,066","0","0","0","0","7,066","-7,066",
" ","1110  ","東泥            ","1,000","8,000","-7,000","0","0","0","1,000","8,000","-7,000",
" ","1587  ","吉茂            ","21,000","28,000","-7,000","0","0","0","21,000","28,000","-7,000",
" ","2013  ","中鋼構          ","0","7,000","-7,000","0","0","0","0","7,000","-7,000",
" ","2450  ","神腦            ","1,000","8,000","-7,000","0","0","0","1,000","8,000","-7,000",
" ","2514  ","龍邦            ","0","7,000","-7,000","0","0","0","0","7,000","-7,000",
" ","3645  ","達邁            ","61,000","68,000","-7,000","0","0","0","61,000","68,000","-7,000",
" ","3686  ","達能            ","0","7,000","-7,000","0","0","0","0","7,000","-7,000",
" ","4930  ","燦星網          ","1,000","8,000","-7,000","0","0","0","1,000","8,000","-7,000",
" ","6691  ","洋基工程        ","135,023","142,000","-6,977","0","0","0","135,023","142,000","-6,977",
" ",="006207","復華滬深        ","3,000","9,000","-6,000","0","0","0","3,000","9,000","-6,000",
" ",="00657 ","國泰日經225     ","0","6,000","-6,000","0","0","0","0","6,000","-6,000",
" ",="00762 ","元大全球AI      ","1,000","7,000","-6,000","0","0","0","1,000","7,000","-6,000",
" ",="03384T","晶心科元大33售04","0","6,000","-6,000","0","0","0","0","6,000","-6,000",
" ","2109  ","華豐            ","1,000","7,000","-6,000","0","0","0","1,000","7,000","-6,000",
" ","2467  ","志聖            ","4,000","10,000","-6,000","0","0","0","4,000","10,000","-6,000",
" ","5283  ","禾聯碩          ","0","6,000","-6,000","0","0","0","0","6,000","-6,000",
" ","5871A ","中租-KY甲特     ","0","6,000","-6,000","0","0","0","0","6,000","-6,000",
" ","6189  ","豐藝            ","232,000","238,000","-6,000","0","0","0","232,000","238,000","-6,000",
" ","6525  ","捷敏-KY         ","5,000","11,000","-6,000","0","0","0","5,000","11,000","-6,000",
" ","6666  ","羅麗芬-KY       ","1,000","7,000","-6,000","0","0","0","1,000","7,000","-6,000",
"*","6409  ","旭隼            ","95,060","100,410","-5,350","0","0","0","95,060","100,410","-5,350",
" ",="044683","辛耘元富44購01  ","10,000","15,000","-5,000","0","0","0","10,000","15,000","-5,000",
" ",="059018","漢唐台新45購01  ","0","5,000","-5,000","0","0","0","0","5,000","-5,000",
" ","1321  ","大洋            ","1,000","6,000","-5,000","0","0","0","1,000","6,000","-5,000",
" ","1468  ","昶和            ","0","5,000","-5,000","0","0","0","0","5,000","-5,000",
" ","1626  ","艾美特-KY       ","1,000","6,000","-5,000","0","0","0","1,000","6,000","-5,000",
" ","2033  ","佳大            ","0","5,000","-5,000","0","0","0","0","5,000","-5,000",
" ","3002  ","歐格            ","1,000","6,000","-5,000","0","0","0","1,000","6,000","-5,000",
" ","4190  ","佐登-KY         ","4,000","9,000","-5,000","0","0","0","4,000","9,000","-5,000",
" ","4440  ","宜新實業        ","2,000","7,000","-5,000","0","0","0","2,000","7,000","-5,000",
" ","6136  ","富爾特          ","3,000","8,000","-5,000","0","0","0","3,000","8,000","-5,000",
" ","6541  ","泰福-KY         ","56,000","61,000","-5,000","0","0","0","56,000","61,000","-5,000",
" ","6835  ","圓裕            ","0","5,000","-5,000","0","0","0","0","5,000","-5,000",
" ","8940  ","新天地          ","22,000","27,000","-5,000","0","0","0","22,000","27,000","-5,000",
" ","1225  ","福懋油          ","4,000","8,650","-4,650","0","0","0","4,000","8,650","-4,650",
" ","1476  ","儒鴻            ","205,426","209,984","-4,558","0","0","0","205,426","209,984","-4,558",
" ",="056449","臺指反中信4B購01","2,000","6,000","-4,000","0","0","0","2,000","6,000","-4,000",
" ",="057931","萬海元大45購03  ","0","4,000","-4,000","0","0","0","0","4,000","-4,000",
" ","1340  ","勝悅-KY         ","6,000","10,000","-4,000","0","0","0","6,000","10,000","-4,000",
" ","1436  ","華友聯          ","0","4,000","-4,000","0","0","0","0","4,000","-4,000",
" ","1443  ","立益物流        ","0","4,000","-4,000","0","0","0","0","4,000","-4,000",
" ","2243  ","宏旭-KY         ","55,000","59,000","-4,000","0","0","0","55,000","59,000","-4,000",
" ","2392  ","正崴            ","463,000","467,000","-4,000","0","0","0","463,000","467,000","-4,000",
" ","2477  ","美隆電          ","0","4,000","-4,000","0","0","0","0","4,000","-4,000",
" ","2597  ","潤弘            ","0","4,000","-4,000","0","0","0","0","4,000","-4,000",
" ","2904  ","匯僑            ","0","4,000","-4,000","0","0","0","0","4,000","-4,000",
" ","3266  ","昇陽            ","0","4,000","-4,000","0","0","0","0","4,000","-4,000",
" ","6277  ","宏正            ","18,000","22,000","-4,000","0","0","0","18,000","22,000","-4,000",
" ","8249  ","菱光            ","2,000","6,000","-4,000","0","0","0","2,000","6,000","-4,000",
" ","9905  ","大華            ","1,000","5,000","-4,000","0","0","0","1,000","5,000","-4,000",
" ","9906  ","欣巴巴          ","0","4,000","-4,000","0","0","0","0","4,000","-4,000",
" ","2642  ","宅配通          ","1,010","5,000","-3,990","0","0","0","1,010","5,000","-3,990",
" ",="006204","永豐臺灣加權    ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ",="00683L","期元大美元指正2 ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ",="00916 ","國泰全球品牌50  ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ",="00917 ","中信特選金融    ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ",="03448T","臺股指法興33售13","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ",="060446","瑞昱群益46購02  ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","1203  ","味王            ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","1419  ","新紡            ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","1456  ","怡華            ","1,000","4,000","-3,000","0","0","0","1,000","4,000","-3,000",
" ","1463  ","強盛新          ","1,000","4,000","-3,000","0","0","0","1,000","4,000","-3,000",
" ","1617  ","榮星            ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","2239  ","英利-KY         ","2,000","5,000","-3,000","0","0","0","2,000","5,000","-3,000",
" ","2250  ","IKKA-KY         ","3,000","6,000","-3,000","0","0","0","3,000","6,000","-3,000",
" ","2373  ","震旦行          ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","2496  ","卓越            ","1,000","4,000","-3,000","0","0","0","1,000","4,000","-3,000",
" ","2509  ","全坤建          ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","2616  ","山隆            ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","2910  ","統領            ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
